user_id,signup_date,trial_end_date,trial_length_days,age,country,gender,device_type,acquisition_channel,city_tier,preferred_plan_before_conversion,days_active_trial,sessions_count,avg_session_minutes,features_used,support_tickets,emails_opened,webinar_attended,payment_method_on_file,referred_friend,discount_offered_pct,plan_page_views,last_activity_gap_days,satisfaction_score,monthly_income_usd,converted_to_paid_plan,selected_plan,sessions_per_active_day,total_minutes_used,activity_intensity,high_commercial_intent
USR-00559,2025-03-17,2025-03-31,14,46.0,Perú,female,mobile,email campaign,tier_3,premium,10,15,22.8,8,1,9,0,0,0,5.0,4,18,6.9,1998.0,0,none,1.5,342.0,80,0
USR-00560,2025-03-11,2025-03-25,14,33.0,Chile,prefer_not_to_say,tablet,social media,tier_2,basic,4,7,8.7,8,1,6,0,0,0,0.0,3,11,8.0,1429.0,0,none,1.75,60.89999999999999,32,0
USR-00561,2025-09-21,2025-10-05,14,47.0,Argentina,female,mobile,email campaign,tier_2,standard,12,18,17.6,7,0,1,0,0,0,20.0,5,3,9.1,1101.0,0,none,1.5,316.8,84,0
USR-00562,2025-09-06,2025-09-20,14,31.0,Colombia,female,mobile,paid ads,tier_1,standard,10,20,17.6,12,0,6,0,0,0,20.0,0,3,5.6,1295.0,0,none,2.0,352.0,120,0
USR-00563,2025-01-21,2025-01-28,7,34.0,Colombia,male,mobile,partner,tier_2,premium,2,5,12.7,9,0,4,0,0,1,20.0,0,0,6.0,1261.0,0,none,2.5,63.5,18,0
USR-00564,2025-02-21,2025-03-07,14,31.0,Chile,female,desktop,partner,tier_2,standard,14,25,20.9,9,0,6,1,1,0,0.0,4,3,4.6,1994.0,1,basic,1.7857142857142858,522.5,126,1
USR-00565,2025-03-22,2025-04-05,14,52.0,Argentina,male,mobile,email campaign,tier_1,premium,13,25,23.0,7,1,6,0,0,0,10.0,4,6,6.2,2706.0,0,none,1.9230769230769231,575.0,91,0
USR-00566,2025-03-04,2025-03-18,14,25.0,Perú,female,mobile,email campaign,tier_1,basic,9,24,14.0,9,1,9,0,0,0,0.0,7,15,4.7,1041.0,0,none,2.6666666666666665,336.0,81,0
USR-00567,2025-12-03,2025-12-17,14,18.0,México,female,mobile,organic search,tier_2,standard,9,14,22.9,9,2,3,0,1,0,10.0,2,16,7.0,2746.0,1,standard,1.5555555555555556,320.59999999999997,81,1
USR-00568,2025-01-18,2025-02-01,14,27.0,Colombia,male,mobile,organic search,tier_1,basic,9,16,18.2,8,1,5,0,0,0,0.0,4,7,7.0,1761.0,0,none,1.7777777777777777,291.2,72,0
USR-00569,2025-03-27,2025-04-10,14,28.0,México,male,desconocido,Organic Search,tier_1,standard,7,13,8.5,10,2,8,1,0,0,0.0,4,16,7.1,1458.0,0,none,1.8571428571428572,110.5,70,0
USR-00570,2025-03-24,2025-04-23,30,18.0,Perú,male,desktop,paid ads,tier_1,basic,9,19,21.8,11,2,2,0,1,0,0.0,3,27,8.6,1147.0,0,none,2.111111111111111,414.2,99,1
USR-00571,2025-10-19,2025-11-02,14,30.0,Chile,male,mobile,paid ads,tier_1,basic,4,2,19.8,11,0,4,0,1,0,25.0,5,11,5.4,1980.0,0,none,0.5,39.6,44,1
USR-00572,2025-12-27,2026-01-03,7,22.0,Perú,female,tablet,referral,tier_1,premium,2,3,14.8,5,0,5,0,1,0,0.0,2,7,7.2,790.0,0,none,1.5,44.400000000000006,10,1
USR-00573,2025-12-27,2026-01-17,21,33.0,Chile,prefer_not_to_say,desktop,organic search,tier_1,premium,8,15,10.8,14,2,6,1,0,0,20.0,1,15,6.0,3297.125,0,none,1.875,162.0,112,0
USR-00574,2025-12-14,2025-12-28,14,40.0,Colombia,female,desktop,organic search,tier_2,basic,11,21,9.0,12,1,9,0,0,0,0.0,5,9,9.3,250.0,0,none,1.9090909090909092,189.0,132,0
USR-00575,2025-01-29,2025-02-05,7,38.0,México,female,mobile,referral,tier_2,standard,4,14,6.6,7,1,8,0,0,0,10.0,4,7,10.0,2662.0,0,none,3.5,92.39999999999999,28,0
USR-00576,2025-05-10,2025-05-17,7,35.0,Perú,male,mobile,organic search,tier_1,standard,4,9,14.1,14,1,3,0,1,0,10.0,2,5,6.8,2052.0,0,none,2.25,126.89999999999999,56,1
USR-00577,2025-11-25,2025-12-02,7,37.0,Colombia,male,mobile,paid ads,tier_3,premium,3,6,11.0,11,1,4,0,1,1,20.0,2,8,7.6,803.0,0,none,2.0,66.0,33,1
USR-00578,2025-01-07,2025-01-28,21,18.0,Perú,female,mobile,paid ads,tier_3,basic,11,25,14.1,9,0,7,0,1,0,10.0,4,11,7.8,2722.0,1,basic,2.272727272727273,352.5,99,1
USR-00579,2025-11-24,2025-12-08,14,41.0,México,female,mobile,partner,tier_1,standard,4,10,18.9,10,0,6,0,1,0,5.0,4,10,7.1,1458.0,0,none,2.5,189.0,40,1
USR-00580,2025-10-02,2025-10-16,14,30.0,Colombia,female,mobile,paid ads,tier_2,premium,7,13,6.2,15,0,5,0,1,0,20.0,3,7,9.6,404.0,0,none,1.8571428571428572,80.60000000000001,105,1
USR-00581,2025-08-23,2025-09-06,14,34.0, PERÚ ,female,desktop,Partner,tier_3,standard,11,25,8.0,10,1,9,0,1,0,0.0,6,7,7.9,2335.0,1,premium,2.272727272727273,200.0,110,1
USR-00582,2025-02-02,2025-02-16,14,33.0,Perú,male,mobile,paid ads,tier_3,standard,11,9,9.0,12,1,2,0,1,0,0.0,2,0,8.7,1462.0,1,basic,0.8181818181818182,81.0,132,1
USR-00584,2025-11-26,2025-12-26,30,21.0,Argentina,female,mobile,social media,tier_2,premium,21,34,8.0,13,0,9,0,0,1,0.0,3,18,10.0,613.0,1,premium,1.619047619047619,272.0,273,0
USR-00585,2025-11-12,2025-12-03,21,18.0,Ecuador,female,desconocido,social media,tier_3,basic,21,41,3.9,14,1,10,0,1,0,15.0,3,7,7.3,1216.0,0,none,1.9523809523809523,159.9,294,1
USR-00586,2025-10-01,2025-10-22,21,25.0,Chile,male,desktop,paid ads,tier_1,premium,21,43,9.7,17,2,7,0,0,0,20.0,4,8,4.2,250.0,1,standard,2.0476190476190474,417.09999999999997,357,0
USR-00587,2025-01-09,2025-01-23,14,36.0,Argentina,male,mobile,organic search,tier_2,basic,6,8,12.1,10,3,4,0,1,0,0.0,4,14,7.1,1458.0,1,standard,1.3333333333333333,96.8,60,1
USR-00588,2025-08-30,2025-09-20,21,22.0,Chile,male,mobile,social media,tier_2,standard,1,1,8.8,7,0,4,0,1,1,0.0,0,17,9.8,1124.0,0,none,1.0,8.8,7,0
USR-00589,2025-08-31,2025-09-07,7,32.0,Argentina,female,mobile,organic search,tier_1,standard,3,6,17.2,6,2,4,0,1,0,0.0,2,2,8.0,383.0,0,none,2.0,103.19999999999999,18,1
USR-00590,2025-12-23,2026-01-22,30,35.0,México,female,desktop,partner,tier_2,premium,19,35,19.5,14,4,15,0,0,0,20.0,6,18,7.1,1458.0,1,standard,1.8421052631578947,682.5,266,0
USR-00591,2025-07-21,2025-08-04,14,38.0,Colombia,female,mobile,paid ads,tier_1,standard,8,12,14.1,10,2,5,0,0,0,0.0,4,0,4.4,3297.125,0,none,1.5,169.2,80,0
USR-00592,2025-05-20,2025-06-03,14,29.0,Perú,non_binary,desktop,social media,tier_2,premium,8,14,18.8,9,2,4,0,0,0,5.0,6,14,5.5,1201.0,0,none,1.75,263.2,72,0
USR-00593,2025-02-22,2025-03-08,14,18.0,Argentina,female,mobile,partner,tier_2,standard,8,16,18.4,9,2,9,0,1,1,10.0,5,7,7.0,1956.0,1,standard,2.0,294.4,72,1
USR-00594,2025-02-13,2025-02-27,14,43.0,Colombia,male,mobile,paid ads,tier_1,standard,6,7,14.2,5,1,7,1,0,1,10.0,3,15,7.1,1458.0,0,none,1.1666666666666667,99.39999999999999,30,0
USR-00595,2025-04-20,2025-04-27,7,33.0,Colombia,male,mobile,organic search,tier_3,standard,1,1,11.5,8,0,6,0,1,0,15.0,2,3,9.1,581.0,1,premium,1.0,11.5,8,1
USR-00596,2025-12-21,2026-01-11,21,35.0,Chile,female,mobile,paid ads,tier_2,standard,15,30,12.3,8,2,7,1,1,0,0.0,8,10,7.2,1923.0,1,standard,2.0,369.0,120,1
USR-00597,2025-02-24,2025-03-03,7,44.0,Colombia,male,desktop,partner,tier_2,basic,2,2,7.5,7,0,6,0,0,0,5.0,2,5,6.6,2150.0,0,none,1.0,15.0,14,0
USR-00598,2025-12-23,2026-01-06,14,28.0,Colombia,male,mobile,paid ads,tier_2,premium,10,13,18.9,8,1,7,0,1,1,5.0,3,9,8.8,646.0,1,premium,1.3,245.7,80,1
USR-00599,2025-08-08,2025-08-29,21,38.0,Ecuador,male,desktop,social media,tier_1,basic,16,31,13.9,11,0,3,1,0,0,5.0,6,13,5.8,2580.0,1,standard,1.9375,430.90000000000003,176,0
USR-00600,2025-03-10,2025-03-24,14,41.0,Chile,female,mobile,social media,tier_1,basic,5,3,18.5,7,2,5,0,1,0,0.0,3,6,10.0,274.0,0,none,0.6,55.5,35,1
USR-00601,2025-07-07,2025-07-21,14,36.0,México,non_binary,desktop,social media,tier_1,basic,6,12,19.4,5,1,3,0,0,0,10.0,2,14,7.9,1380.0,0,none,2.0,232.79999999999998,30,0
USR-00602,2025-11-23,2025-12-07,14,21.0,México,male,mobile,social media,tier_1,standard,4,4,15.4,15,0,2,0,0,0,20.0,4,7,7.1,1458.0,1,basic,1.0,61.6,60,0
USR-00604,2025-08-03,2025-08-17,14,32.0,Colombia,male,mobile,organic search,tier_2,standard,8,13,3.7,11,1,4,0,1,1,15.0,4,10,8.1,1818.0,1,basic,1.625,48.1,88,1
USR-00605,2025-03-28,2025-04-11,14,42.0,México,female,desktop,partner,tier_1,basic,8,12,6.1,12,1,4,0,1,0,0.0,1,9,7.1,994.0,1,standard,1.5,73.19999999999999,96,0
USR-00606,2025-08-06,2025-08-20,14,38.0,Perú,female,mobile,organic search,tier_2,standard,10,21,12.5,18,0,5,0,0,0,15.0,4,7,7.1,1458.0,1,standard,2.1,262.5,180,0
USR-00607,2025-11-24,2025-12-24,30,45.0,Colombia,male,desktop,social media,tier_3,standard,22,43,17.4,15,2,7,0,0,0,25.0,5,18,7.7,1886.0,0,none,1.9545454545454546,748.1999999999999,330,0
USR-00608,2025-06-19,2025-06-26,7,33.0,Colombia,prefer_not_to_say,desktop,paid ads,tier_2,basic,3,5,10.4,7,1,4,0,1,0,10.0,4,11,6.7,1570.0,0,none,1.6666666666666667,52.0,21,1
USR-00609,2025-06-08,2025-07-08,30,18.0,México,male,desktop,referral,tier_1,standard,25,43,14.1,14,2,8,1,1,1,0.0,8,17,6.6,1143.0,1,basic,1.72,606.3,350,1
USR-00610,2025-07-05,2025-07-19,14,29.0,Perú,prefer_not_to_say,mobile,email campaign,tier_2,standard,7,10,2.0,11,1,5,1,1,0,10.0,2,15,7.8,797.0,0,none,1.4285714285714286,20.0,77,1
USR-00611,2025-07-02,2025-07-16,14,40.0,Perú,male,mobile,organic search,tier_1,basic,11,26,14.1,8,0,8,0,1,0,0.0,8,10,5.8,2242.0,1,basic,2.3636363636363638,366.59999999999997,88,1
USR-00612,2025-01-30,2025-02-13,14,29.0,Chile,female,mobile,email campaign,tier_2,basic,4,3,17.0,7,0,3,0,1,0,0.0,2,15,8.7,2958.0,0,none,0.75,51.0,28,1
USR-00613,2025-10-25,2025-11-15,21,44.0,Chile,male,tablet,email campaign,tier_2,standard,20,34,10.7,13,1,11,0,0,0,10.0,6,11,7.8,752.0,0,none,1.7,363.79999999999995,260,0
USR-00614,2025-01-07,2025-01-28,21,31.0,Colombia,male,desktop,paid ads,tier_2,basic,6,9,13.3,15,2,9,0,0,0,0.0,4,14,5.4,2179.0,0,none,1.5,119.7,90,0
USR-00615,2025-09-03,2025-10-03,30,22.0,México,non_binary,mobile,social media,tier_2,basic,19,41,7.1,16,0,1,0,1,0,0.0,7,22,7.3,1494.0,0,none,2.1578947368421053,291.09999999999997,304,1
USR-00616,2025-01-17,2025-01-31,14,43.0,Colombia,male,tablet,social media,tier_3,basic,12,20,7.5,9,0,10,0,1,1,20.0,2,10,7.7,250.0,1,premium,1.6666666666666667,150.0,108,1
USR-00617,2025-08-10,2025-08-24,14,40.0,Chile,male,mobile,organic search,tier_1,basic,4,3,14.6,11,2,9,1,0,0,25.0,3,13,5.4,1089.0,0,none,0.75,43.8,44,0
USR-00618,2025-01-05,2025-01-19,14,34.0,Colombia,male,mobile,organic search,tier_2,premium,1,2,19.9,7,0,3,0,1,0,0.0,3,7,5.2,1766.0,0,none,2.0,39.8,7,1
USR-00619,2025-05-29,2025-06-19,21,32.0,México,male,mobile,organic search,tier_3,standard,13,22,20.8,14,0,4,0,1,0,0.0,1,7,8.4,1289.0,1,premium,1.6923076923076923,457.6,182,0
USR-00620,2025-11-20,2025-12-11,21,51.0,Argentina,male,tablet,social media,tier_1,standard,19,42,12.9,16,0,4,0,0,1,10.0,5,12,6.3,2212.0,0,none,2.210526315789474,541.8000000000001,304,0
USR-00621,2025-06-14,2025-06-21,7,45.0,Colombia,female,tablet,social media,tier_2,standard,1,2,10.6,6,0,7,0,0,1,10.0,2,11,6.8,2222.0,0,none,2.0,21.2,6,0
USR-00622,2025-04-04,2025-04-11,7,33.0,Perú,non_binary,mobile,social media,tier_1,basic,3,7,14.1,9,1,7,0,0,0,0.0,3,0,6.3,1460.0,0,none,2.3333333333333335,98.7,27,0
USR-00623,2025-03-26,2025-04-09,14,18.0,Colombia,female,desconocido,organic search,tier_1,basic,12,16,14.1,11,0,7,0,0,0,10.0,7,12,6.9,1528.0,0,none,1.3333333333333333,225.6,132,0
USR-00624,2025-03-02,2025-03-16,14,29.0,Colombia,male,mobile,paid ads,tier_1,basic,5,10,14.5,13,0,13,0,1,0,0.0,2,14,4.4,1997.0,0,none,2.0,145.0,65,1
USR-00625,2025-08-04,2025-08-11,7,31.0,Perú,male,mobile,referral,tier_1,standard,5,13,17.3,9,1,8,0,1,0,0.0,4,6,7.4,1458.0,1,standard,2.6,224.9,45,1
USR-00626,2025-05-05,2025-05-19,14,38.0,Colombia,male,desktop,social media,tier_3,standard,7,14,23.9,6,0,7,0,0,0,20.0,5,8,8.6,1152.0,0,none,2.0,334.59999999999997,42,0
USR-00627,2025-03-19,2025-03-26,7,25.0,Chile,male,desktop,referral,tier_3,standard,1,3,8.5,8,1,7,0,0,0,20.0,5,5,8.7,1379.0,1,premium,3.0,25.5,8,0
USR-00628,2025-04-12,2025-04-26,14,22.0,México,male,mobile,social media,tier_2,basic,8,15,5.4,6,0,5,0,0,0,20.0,3,9,10.0,1957.0,0,none,1.875,81.0,48,0
USR-00629,2025-12-10,2025-12-31,21,18.0,Perú,male,tablet,paid ads,tier_2,premium,15,29,19.9,9,0,5,0,0,0,5.0,5,4,7.2,458.0,1,basic,1.9333333333333333,577.0999999999999,135,0
USR-00630,2025-05-31,2025-06-07,7,21.0,México,male,mobile,referral,tier_1,standard,4,11,9.7,7,0,2,0,0,0,0.0,3,2,5.7,1160.0,0,none,2.75,106.69999999999999,28,0
USR-00631,2025-10-15,2025-10-29,14,40.0,Argentina,male,desktop,paid ads,tier_2,standard,6,9,12.8,7,0,9,0,1,0,5.0,4,14,6.0,1469.0,0,none,1.5,115.2,42,1
USR-00632,2025-02-13,2025-02-27,14,46.0,Perú,female,mobile,partner,tier_1,premium,1,1,26.2,12,1,8,1,0,0,15.0,1,16,8.7,2146.0,0,none,1.0,26.2,12,0
USR-00633,2025-04-25,2025-05-25,30,28.0,México,male,desktop,social media,tier_1,basic,23,38,15.4,13,1,4,0,1,0,10.0,5,15,6.7,835.0,1,standard,1.6521739130434783,585.2,299,1
USR-00634,2025-06-10,2025-06-17,7,25.0,Perú,female,mobile,social media,tier_3,premium,1,1,7.0,6,1,5,1,0,0,0.0,0,0,5.6,250.0,0,none,1.0,7.0,6,0
USR-00635,2025-09-26,2025-10-17,21,18.0,Argentina,male,desktop,paid ads,tier_2,basic,20,43,11.7,15,1,7,1,1,0,20.0,4,18,5.0,1974.0,1,premium,2.15,503.09999999999997,300,1
USR-00636,2025-12-30,2026-01-13,14,18.0,peru,male,mobile,Organic Search,tier_1,basic,13,29,13.8,8,2,5,0,0,1,0.0,5,7,4.6,1216.0,0,none,2.230769230769231,400.20000000000005,104,0
USR-00637,2025-08-09,2025-08-23,14,33.0,Chile,female,mobile,social media,tier_3,premium,9,18,15.9,10,0,7,0,1,1,25.0,2,1,7.1,1458.0,1,standard,2.0,286.2,90,1
USR-00638,2025-01-04,2025-01-18,14,36.0,Colombia,female,mobile,partner,tier_1,basic,10,21,7.1,8,0,4,0,0,1,10.0,7,9,5.2,1388.0,0,none,2.1,149.1,80,0
USR-00639,2025-10-29,2025-11-12,14,43.0,Colombia,male,desktop,email campaign,tier_1,premium,10,20,16.3,10,3,5,0,1,0,15.0,5,11,6.6,2033.0,1,standard,2.0,326.0,100,1
USR-00640,2025-11-18,2025-11-25,7,39.0,colombia,male,mobile,Paid Ads,tier_2,standard,3,5,26.2,16,1,7,0,0,0,5.0,2,10,7.1,2288.0,0,none,1.6666666666666667,131.0,48,0
USR-00641,2025-09-24,2025-10-01,7,41.0,Ecuador,male,desktop,organic search,tier_3,basic,3,7,29.2,9,1,2,1,1,0,0.0,4,7,7.9,1494.0,0,none,2.3333333333333335,204.4,27,1
USR-00642,2025-10-02,2025-10-16,14,33.0,Chile,female,desconocido,referral,tier_3,standard,4,10,14.8,4,1,4,1,0,0,5.0,3,9,8.5,2542.0,0,none,2.5,148.0,16,0
USR-00643,2025-12-05,2025-12-19,14,25.0,Argentina,male,desktop,referral,tier_1,standard,4,3,16.0,12,0,6,1,0,0,0.0,3,11,10.0,1335.0,1,basic,0.75,48.0,48,0
USR-00644,2025-09-29,2025-10-13,14,36.0,Perú,male,desktop,email campaign,tier_1,standard,9,15,13.4,8,0,6,0,1,0,0.0,2,7,5.9,1464.0,1,premium,1.6666666666666667,201.0,72,1
USR-00645,2025-06-22,2025-07-13,21,26.0,Perú,male,desktop,organic search,tier_2,basic,17,31,25.1,13,4,4,1,1,1,25.0,5,16,7.0,1704.0,0,none,1.8235294117647058,778.1,221,1
USR-00646,2025-03-10,2025-03-24,14,48.0,Ecuador,non_binary,desktop,referral,tier_1,basic,6,11,29.9,12,0,3,1,1,1,15.0,6,9,7.3,2431.0,1,premium,1.8333333333333333,328.9,72,1
USR-00647,2025-04-14,2025-05-05,21,33.0,Colombia,female,desktop,email campaign,tier_1,basic,16,25,12.6,8,0,7,0,1,0,10.0,8,18,7.6,1148.0,0,none,1.5625,315.0,128,1
USR-00648,2025-05-17,2025-05-31,14,38.0,México,prefer_not_to_say,mobile,email campaign,tier_1,premium,5,11,18.8,8,0,5,0,1,0,0.0,3,5,9.2,2111.0,1,premium,2.2,206.8,40,1
USR-00649,2025-01-20,2025-01-27,7,42.0,Chile,male,desktop,social media,tier_1,basic,6,14,15.2,9,1,8,0,0,0,25.0,6,2,6.9,1162.0,0,none,2.3333333333333335,212.79999999999998,54,0
USR-00650,2025-11-05,2025-11-19,14,21.0,Argentina,male,desktop,paid ads,tier_1,premium,7,16,18.9,13,0,5,0,1,1,0.0,3,2,7.1,1458.0,1,standard,2.2857142857142856,302.4,91,1
USR-00651,2025-12-30,2026-01-13,14,39.0,Argentina,male,mobile,organic search,tier_1,basic,6,10,23.5,12,0,3,0,0,0,20.0,5,13,7.4,250.0,0,none,1.6666666666666667,235.0,72,0
USR-00652,2025-05-30,2025-06-06,7,30.0,Colombia,male,desktop,referral,tier_2,basic,3,4,26.6,5,0,3,0,1,1,0.0,5,10,5.3,540.0,0,none,1.3333333333333333,106.4,15,1
USR-00653,2025-08-20,2025-09-03,14,43.0,ecuador,male,mobile,referral,tier_3,basic,6,20,18.9,11,2,5,0,1,0,10.0,3,12,9.7,1076.0,0,none,3.3333333333333335,378.0,66,1
USR-00654,2025-09-05,2025-09-12,7,33.0,Colombia,male,desktop,paid ads,tier_2,basic,7,17,6.6,7,2,3,0,0,0,5.0,4,7,10.0,1289.0,0,none,2.4285714285714284,112.19999999999999,49,0
USR-00655,2025-10-14,2025-10-28,14,34.0,Colombia,female,desktop,email campaign,tier_2,standard,7,20,26.7,6,0,5,0,0,1,0.0,3,12,6.7,1771.0,0,none,2.857142857142857,534.0,42,0
USR-00656,2025-09-24,2025-10-08,14,41.0,Ecuador,male,mobile,partner,tier_1,premium,8,16,13.2,8,1,6,0,1,0,0.0,1,8,4.8,1116.0,0,none,2.0,211.2,64,0
USR-00657,2025-12-04,2025-12-18,14,31.0,Ecuador,non_binary,desktop,partner,tier_1,premium,11,19,14.1,7,2,4,0,0,0,0.0,3,7,6.5,3009.0,1,basic,1.7272727272727273,267.9,77,0
USR-00658,2025-04-24,2025-05-01,7,42.0,Perú,male,mobile,email campaign,tier_2,standard,2,3,10.3,6,1,2,1,0,0,0.0,2,7,5.7,2167.0,0,none,1.5,30.900000000000002,12,0
USR-00659,2025-11-28,2025-12-05,7,18.0,Chile,male,mobile,social media,tier_2,basic,6,12,17.1,10,1,1,0,1,0,0.0,3,4,5.9,1019.0,0,none,2.0,205.20000000000002,60,1
USR-00660,2025-08-30,2025-09-29,30,33.0,México,female,mobile,paid ads,tier_1,basic,25,43,23.6,10,0,10,1,0,0,10.0,4,26,9.1,323.0,0,none,1.72,1014.8000000000001,250,0
USR-00661,2025-11-02,2025-11-09,7,42.0,argentina,female,tablet,social_media,tier_2,premium,5,12,29.9,9,0,5,0,0,0,10.0,4,1,7.0,915.0,1,premium,2.4,358.79999999999995,45,0
USR-00662,2025-11-09,2025-12-09,30,23.0,Perú,female,tablet,partner,tier_2,standard,21,26,2.0,10,1,8,1,0,0,10.0,4,18,9.4,1167.0,0,none,1.2380952380952381,52.0,210,0
USR-00663,2025-04-07,2025-04-14,7,25.0,Ecuador,male,mobile,referral,tier_3,basic,4,14,2.0,6,2,7,0,0,0,0.0,3,0,9.1,2071.0,0,none,3.5,28.0,24,0
USR-00664,2025-11-14,2025-11-28,14,33.0,Argentina,prefer_not_to_say,mobile,paid ads,tier_1,basic,6,6,15.1,12,2,6,0,0,0,10.0,4,8,8.8,1675.0,0,none,1.0,90.6,72,0
USR-00665,2025-12-02,2025-12-16,14,41.0,Ecuador,female,desktop,organic search,tier_2,standard,7,10,20.6,13,0,4,0,0,0,10.0,6,10,8.3,1271.0,0,none,1.4285714285714286,206.0,91,0
USR-00666,2025-01-18,2025-02-01,14,18.0,Ecuador,male,desktop,organic search,tier_1,basic,5,15,14.1,12,0,5,0,0,0,20.0,1,5,9.3,1101.0,0,none,3.0,211.5,60,0
USR-00667,2025-06-30,2025-07-30,30,35.0,Colombia,female,desktop,partner,tier_2,standard,27,43,7.8,15,1,9,1,1,0,10.0,6,12,7.1,1405.0,1,standard,1.5925925925925926,335.4,405,1
USR-00668,2025-03-27,2025-04-10,14,18.0,Ecuador,male,mobile,referral,tier_3,premium,9,21,17.8,11,0,3,0,1,0,0.0,6,9,9.6,667.0,1,premium,2.3333333333333335,373.8,99,1
USR-00669,2025-04-18,2025-05-02,14,32.0,Argentina,female,mobile,social media,tier_3,standard,10,19,20.5,14,1,10,1,0,0,10.0,5,9,8.7,1562.0,0,none,1.9,389.5,140,0
USR-00670,2025-05-11,2025-06-01,21,37.0,Ecuador,female,mobile,referral,tier_3,standard,12,26,14.1,10,0,6,0,0,0,10.0,2,16,7.6,473.0,1,basic,2.1666666666666665,366.59999999999997,120,0
USR-00671,2025-10-15,2025-10-29,14,32.0,Colombia,non_binary,mobile,organic search,tier_2,standard,14,17,7.4,17,0,7,1,1,1,0.0,3,7,7.4,250.0,1,standard,1.2142857142857142,125.80000000000001,238,1
USR-00672,2025-06-02,2025-06-09,7,23.0,Chile,male,mobile,organic search,tier_2,standard,2,2,17.1,7,3,9,0,0,0,10.0,3,4,7.1,1458.0,0,none,1.0,34.2,14,0
USR-00673,2025-09-15,2025-09-22,7,45.0,Colombia,prefer_not_to_say,mobile,email campaign,tier_1,basic,3,6,22.7,10,1,3,0,1,0,15.0,4,1,5.6,368.0,0,none,2.0,136.2,30,1
USR-00674,2025-08-21,2025-09-11,21,18.0,desconocido,male,mobile,email campaign,tier_2,standard,17,36,10.1,13,1,5,0,0,0,0.0,5,11,5.3,410.0,0,none,2.1176470588235294,363.59999999999997,221,0
USR-00675,2025-07-24,2025-08-23,30,35.0, PERÚ ,male,tablet,organic search,tier_1,standard,25,41,20.7,20,1,10,1,0,1,0.0,4,12,8.7,2383.0,1,premium,1.64,848.6999999999999,500,0
USR-00676,2025-03-17,2025-03-24,7,26.0,Colombia,male,mobile,organic search,tier_1,standard,5,10,19.9,10,0,5,0,1,0,10.0,2,10,5.8,1161.0,0,none,2.0,199.0,50,1
USR-00677,2025-10-23,2025-11-06,14,56.0,Argentina,female,mobile,referral,tier_2,premium,10,14,13.7,10,0,8,0,1,0,20.0,4,8,6.9,1170.0,0,none,1.4,191.79999999999998,100,1
USR-00678,2025-05-11,2025-06-01,21,37.0,Ecuador,male,desktop,paid ads,tier_3,basic,14,29,18.2,15,0,7,0,0,1,15.0,2,17,5.3,1914.0,1,premium,2.0714285714285716,527.8,210,0
USR-00679,2025-03-15,2025-03-29,14,18.0,Perú,female,mobile,organic search,tier_1,standard,9,23,13.4,8,2,1,0,0,0,5.0,5,6,8.3,1980.0,1,premium,2.5555555555555554,308.2,72,0
USR-00680,2025-09-23,2025-10-07,14,35.0,Colombia,male,mobile,email campaign,tier_2,basic,7,13,11.6,8,1,4,0,0,0,0.0,3,14,6.5,897.0,0,none,1.8571428571428572,150.79999999999998,56,0
USR-00681,2025-10-09,2025-10-30,21,24.0,Colombia,female,mobile,social media,tier_3,premium,16,28,14.0,11,0,6,0,1,0,15.0,2,13,8.8,2037.0,0,none,1.75,392.0,176,1
USR-00682,2025-03-15,2025-03-22,7,29.0,Colombia,prefer_not_to_say,desktop,referral,tier_1,standard,4,4,9.8,7,3,4,0,1,0,0.0,2,11,7.5,1931.0,0,none,1.0,39.2,28,1
USR-00683,2025-04-04,2025-04-18,14,34.0,México,female,tablet,social media,tier_2,basic,11,21,4.4,11,1,5,0,1,0,0.0,4,13,5.4,2807.0,0,none,1.9090909090909092,92.4,121,1
USR-00684,2025-06-19,2025-07-10,21,35.0,México,male,mobile,paid ads,tier_2,basic,13,20,13.3,7,3,4,1,0,1,10.0,5,11,6.4,1046.0,0,none,1.5384615384615385,266.0,91,0
USR-00685,2025-04-05,2025-04-12,7,28.0,Colombia,prefer_not_to_say,mobile,email campaign,tier_2,standard,6,14,8.9,17,0,7,0,1,0,15.0,2,4,6.8,2646.0,1,basic,2.3333333333333335,124.60000000000001,102,1
USR-00686,2025-02-25,2025-03-04,7,34.0,Perú,male,mobile,referral,tier_1,standard,2,6,7.1,11,0,2,0,1,0,15.0,3,7,2.8,845.0,0,none,3.0,42.599999999999994,22,1
USR-00688,2025-03-05,2025-03-12,7,34.0,Colombia,male,mobile,social media,tier_1,basic,6,12,13.1,10,1,5,0,0,0,15.0,5,1,5.7,404.0,0,none,2.0,157.2,60,0
USR-00689,2025-04-04,2025-04-11,7,25.0,Argentina,male,mobile,organic search,tier_2,premium,4,6,18.7,8,1,2,1,1,0,20.0,4,0,5.6,944.0,0,none,1.5,112.19999999999999,32,1
USR-00690,2025-08-04,2025-08-18,14,36.0,México,male,mobile,organic search,tier_2,premium,10,18,18.6,7,0,2,0,1,0,0.0,3,11,4.6,1746.0,0,none,1.8,334.8,70,1
USR-00691,2025-05-17,2025-05-31,14,23.0,Chile,male,mobile,organic search,tier_3,basic,10,22,20.8,6,0,4,0,1,0,20.0,3,5,5.3,250.0,0,none,2.2,457.6,60,1
